,name,min_value,restaurant,max_value,mean_value
297,Peanut Butter Shake,660,sonic,1640,1150.0
298,Pineapple Shake,480,sonic,1130,805.0
299,Salted Caramel Shake,510,sonic,1200,855.0
300,Strawberry Banana Shake,580,sonic,1330,955.0
301,Strawberry Cheesecake Shake,670,sonic,1680,1175.0
302,Strawberry Shake,470,sonic,1100,785.0
303,Vanilla Shake,470,sonic,1090,780.0
304,Yellow Cake Batter Shake,540,sonic,1560,1050.0
305,Big Scoop Cookie Dough Sundae,700,sonic,700,700.0
306,Caramel,510,sonic,510,510.0
307,Chocolate,500,sonic,500,500.0
308,Hot Fudge,520,sonic,520,520.0
309,Nuts Add-on,20,sonic,20,20.0
310,Pineapple,440,sonic,440,440.0
311,Strawberry,410,sonic,410,410.0
312,Apple Slices,35,sonic,35,35.0
313,Bacon Mac & Cheese Bites,260,sonic,520,390.0
314,Ched 'r' Bites (12),280,sonic,280,280.0
315,Ched 'r' Peppers (4),330,sonic,330,330.0
316,Cheese Fries,350,sonic,780,565.0
317,Chili Cheese Bites,240,sonic,480,360.0
318,Chili Cheese Fries,380,sonic,890,635.0
319,French Fries,200,sonic,470,335.0
320,Fritos Chili Cheese Pie,510,sonic,970,740.0
321,Mozzarella Sticks (5),440,sonic,440,440.0
322,Onion Rings,440,sonic,640,540.0
323,Pickle-o's,310,sonic,310,310.0
324,Soft Pretzel Twist,250,sonic,250,250.0
325,Totchos,360,sonic,890,625.0
326,Tots,220,sonic,580,400.0
327,Tots W/ Cheese,290,sonic,840,565.0
328,Tots W/chili & Cheese,330,sonic,980,655.0
329,Barq's Root Beer,130,sonic,420,275.0
330,Coca-cola,110,sonic,370,240.0
331,Coke Zero,0,sonic,5,2.5
332,Diet Coke,0,sonic,0,0.0
333,Diet Dr Pepper,0,sonic,0,0.0
334,Dr Pepper,100,sonic,340,220.0
335,Fanta Orange,120,sonic,400,260.0
336,Hi-c Fruit Punch,120,sonic,390,255.0
337,Mello Yello,120,sonic,400,260.0
338,Minute Maid Lemonade,140,sonic,360,250.0
339,Sprite,110,sonic,360,235.0
340,Sprite Zero,5,sonic,10,7.5
341,Big Scoop Cookie Dough Sonic Blast,610,sonic,1530,1070.0
342,Butterfinger Sonic Blast,520,sonic,1770,1145.0
343,M&m's Sonic Blast,540,sonic,1800,1170.0
344,Oreo Sonic Blast,530,sonic,1780,1155.0
345,Reese's Peanut Butter Cups Sonic Blast,510,sonic,1730,1120.0
346,Snickers Sonic Blast,520,sonic,1770,1145.0
347,Bacon Cheeseburger Toaster,840,sonic,840,840.0
348,Blt Toaster Sandwich,550,sonic,550,550.0
349,Chicken Club Toaster Sandwich,810,sonic,810,810.0
350,Country Fried Steak Toaster,700,sonic,700,700.0
351,Crispy Chicken Wrap,490,sonic,490,490.0
352,Fritos Chili Cheese Jr Wrap,380,sonic,380,380.0
353,Grilled Chicken Wrap,390,sonic,390,390.0
0,Almond Milk Honey Flat White,80,starbucks,210,145.0
1,Caffe Americano,5,starbucks,25,15.0
2,Caffe Latte,0,starbucks,0,0.0
3,Caffe Mocha,0,starbucks,0,0.0
4,Cappuccino,0,starbucks,0,0.0
5,Caramel Macchiato,0,starbucks,0,0.0
6,Cinnamon Dolce Latte,0,starbucks,0,0.0
7,Coconut Milk Latte,70,starbucks,170,120.0
8,Espresso,5,starbucks,20,12.5
9,Espresso Con Panna,30,starbucks,50,40.0
10,Espresso Macchiato,0,starbucks,0,0.0
11,Flat White,0,starbucks,0,0.0
12,Oatmilk Honey Latte,140,starbucks,360,250.0
13,Pumpkin Spice Latte,0,starbucks,0,0.0
14,Skinny Mocha,160,starbucks,160,160.0
15,Vanilla Latte,0,starbucks,0,0.0
16,White Chocolate Mocha,0,starbucks,0,0.0
17,Caramel Drizzle,15,starbucks,15,15.0
18,Espresso Shot,5,starbucks,5,5.0
19,Flavored Sugar Free Syrup,0,starbucks,0,0.0
20,Flavored Syrup,20,starbucks,20,20.0
21,Matcha Green Tea Powder,25,starbucks,25,25.0
22,Mocha Drizzle,5,starbucks,5,5.0
23,Mocha Syrup,25,starbucks,25,25.0
24,Protein & Fiber Powder,30,starbucks,30,30.0
25,Whipped Cream for Cold Drinks,80,starbucks,110,95.0
26,Whipped Cream for Hot Drinks,50,starbucks,70,60.0
27,8-Grain Roll,380,starbucks,380,380.0
28,Almond Croissant,410,starbucks,410,410.0
29,Banana Nut Bread,420,starbucks,420,420.0
30,Bantam Bagel,200,starbucks,200,200.0
31,Birthday Cake Pop,170,starbucks,170,170.0
32,Blueberry Muffin with Yogurt and Honey,380,starbucks,380,380.0
33,Blueberry Oat Cake,390,starbucks,390,390.0
34,Blueberry Scone,420,starbucks,420,420.0
35,Butter Croissant,240,starbucks,240,240.0
36,Cheese Danish,320,starbucks,320,320.0
37,Chocolate Cake Pop,160,starbucks,160,160.0
38,Chocolate Chip Cookie Dough Cake Pop,180,starbucks,180,180.0
39,Chocolate Chunk Cookie,310,starbucks,310,310.0
40,Chocolate Croissant,330,starbucks,330,330.0
41,Chonga Bagel,300,starbucks,300,300.0
42,Cinnamon Morning Bun,390,starbucks,390,390.0
43,Cinnamon Raisin Bagel,270,starbucks,270,270.0
44,Classic Coffee Cake,390,starbucks,390,390.0
45,Confetti Sugar Cookie,410,starbucks,410,410.0
46,Double Chocolate Chunk Brownie,380,starbucks,380,380.0
47,Everything Bagel with Cheese,290,starbucks,290,290.0
48,Frappuccino Cookie Straw,90,starbucks,90,90.0
49,Frosted Doughnut Cake Pop,160,starbucks,160,160.0
50,Iced Lemon Pound Cake,470,starbucks,470,470.0
51,Marshmallow Dream Bar,230,starbucks,230,230.0
52,Multigrain Bagel,350,starbucks,350,350.0
53,Old-Fashioned Glazed Doughnut,480,starbucks,480,480.0
54,Petite Vanilla Bean Scone,120,starbucks,120,120.0
55,Plain Bagel,280,starbucks,280,280.0
56,Pumpkin Bread,410,starbucks,410,410.0
57,BBQ Chicken with Power Slaw Sandwich Box,430,starbucks,430,430.0
58,Cheese & Fruit Box,470,starbucks,470,470.0
59,PB&J on Wheat Bistro Box,450,starbucks,450,450.0
60,Protein Bistro Box,370,starbucks,370,370.0
61,Smoked Turkey and Swiss Sandwich Bistro Box,370,starbucks,370,370.0
62,Southwest-Style Steak Wrap Bistro Box,450,starbucks,450,450.0
63,Thai-Style Peanut Chicken Wrap Bistro Box,450,starbucks,450,450.0
64,Caffe Mocha,140,starbucks,140,140.0
65,Caramel Macchiato,130,starbucks,130,130.0
66,Doubleshot Energy Drink,130,starbucks,210,170.0
67,Doubleshot Light Espresso,70,starbucks,70,70.0
68,Doubleshot Protein Drink,200,starbucks,210,205.0
69,Evolution Fresh Cold-Pressed Apple Berry Juice,190,starbucks,190,190.0
70,Evolution Fresh Defense Up,260,starbucks,260,260.0
71,Evolution Fresh Orange Juice,120,starbucks,120,120.0
72,Frappuccino,100,starbucks,290,195.0
73,Iced Coffee,50,starbucks,60,55.0
74,Iced Coffee + Milk,50,starbucks,120,85.0
75,Skinny Vanilla Latte,70,starbucks,70,70.0
76,Tazo Berry Blossom White Tea,60,starbucks,60,60.0
77,Tazo Black Mango Tea,150,starbucks,150,150.0
78,Tazo Black Tea with Lemon,140,starbucks,140,140.0
79,Tazo Brambleberry Tea,140,starbucks,140,140.0
80,Tazo Giant Peach Tea,150,starbucks,150,150.0
81,Tazo Iced Passion Tea,70,starbucks,70,70.0
82,Tazo Lemon Ginger Tea,120,starbucks,120,120.0
83,Tazo Organic Black Tea Lemonade,140,starbucks,140,140.0
84,Tazo Organic Iced Black Tea,60,starbucks,60,60.0
85,Tazo Plum Pomegranate Tea,140,starbucks,140,140.0
86,Tazo Tazoberry Tea,150,starbucks,150,150.0
87,Tazo White Cranberry Tea,140,starbucks,140,140.0
88,Vanilla Latte,130,starbucks,130,130.0
89,"Bacon, Gouda & Egg Breakfast Sandwich",370,starbucks,370,370.0
90,"Bacon, Sausage & Egg Wrap",650,starbucks,650,650.0
91,Chicken Sausage & Bacon Biscuit,450,starbucks,450,450.0
92,Classic Whole-Grain Oatmeal,160,starbucks,160,160.0
93,"Double-Smoked Bacon, Cheddar & Egg Sandwich",510,starbucks,510,510.0
94,Ham & Cheese Croissant,320,starbucks,320,320.0
95,Hearty Blueberry Oatmeal,220,starbucks,220,220.0
96,Reduced-Fat Turkey Bacon & Cage Free Egg White Breakfast Sandwich,230,starbucks,230,230.0
97,"Roasted Ham, Swiss & Egg Breakfast Sandwich",460,starbucks,460,460.0
98,"Sausage, Cheddar & Egg Breakfast Sandwich",480,starbucks,480,480.0
99,Sous Vide Egg Bites,170,starbucks,300,235.0
100,Southwest Veggie Wrap,580,starbucks,580,580.0
101,"Spicy Chorizo, Monterey Jack & Egg Breakfast Sandwich",470,starbucks,470,470.0
102,"Spinach, Feta & Cage Free Egg White Breakfast Wrap",280,starbucks,280,280.0
103,Blonde Roast,5,starbucks,5,5.0
104,Caffe Misto,0,starbucks,0,0.0
105,Clover® Brewed Coffee,10,starbucks,10,10.0
106,Decaf Pike Place® Roast,5,starbucks,5,5.0
107,Featured Dark Roast,5,starbucks,5,5.0
108,Pike Place® Roast,5,starbucks,5,5.0
109,Hot Chocolate,290,starbucks,290,290.0
110,Peppermint Hot Chocolate,360,starbucks,360,360.0
111,Salted Caramel Hot Chocolate,360,starbucks,360,360.0
112,White Hot Chocolate,420,starbucks,420,420.0
113,Berry Prickly Pear Frappuccino Blended Creme,0,starbucks,0,0.0
114,Christmas Tree Frappuccino Blended Creme,0,starbucks,0,0.0
115,Crystal Ball Frappuccino,0,starbucks,0,0.0
116,Double Chocolaty Chip Frappuccino®,500,starbucks,500,500.0
117,Mango Pineapple Frappuccino Blended Creme,0,starbucks,0,0.0
118,Midnight Mint Mocha Frappuccino,0,starbucks,0,0.0
119,Peppermint Mocha Frappuccino®,360,starbucks,360,360.0
120,Peppermint Mocha Frappuccino® Light,150,starbucks,150,150.0
121,S'mores Frappuccino,0,starbucks,0,0.0
122,Unicorn Frappuccino,0,starbucks,0,0.0
123,Zombie Frappuccino,0,starbucks,0,0.0
124,Almond Protein Blended Cold Brew,0,starbucks,0,0.0
125,Cacao Protein Blended Cold Brew,0,starbucks,0,0.0
126,Cold Foam Cascara Cold Brew,60,starbucks,120,90.0
127,Cold Foam Dark Cocoa Nitro,60,starbucks,90,75.0
128,Irish Cream Cold Brew,110,starbucks,290,200.0
129,Nariño 70 Cold Brew,0,starbucks,5,2.5
130,Pumpkin Cream Cold Brew,140,starbucks,360,250.0
131,Salted Cream Cold Foam Cold Brew,160,starbucks,340,250.0
132,Sweetened Iced Coffee,60,starbucks,160,110.0
133,Toasted Coconut Cold Brew,0,starbucks,0,0.0
134,Unsweetened Iced Coffee,0,starbucks,5,2.5
135,Vanilla Sweet Cream Cold Brew,100,starbucks,210,155.0
136,Iced Caffe Americano,10,starbucks,25,17.5
137,Iced Caffe Latte,0,starbucks,0,0.0
138,Iced Caffe Mocha,0,starbucks,0,0.0
139,Iced Caramel Macchiato,0,starbucks,0,0.0
140,Iced Caramelized Honey Latte,0,starbucks,0,0.0
141,Iced Chile Mocha,0,starbucks,0,0.0
142,Iced Cinnamon Dolce Latte,0,starbucks,0,0.0
143,Iced Coconut Milk Mocha Macchiato,180,starbucks,320,250.0
144,Iced Pumpkin Spice Latte,0,starbucks,0,0.0
145,Iced Salted Caramel Mocha,0,starbucks,0,0.0
146,Iced Skinny Cinnamon Dolce Latte,60,starbucks,110,85.0
147,Iced Skinny Mocha,70,starbucks,140,105.0
148,Iced Vanilla Bean Coconut Milk Latte,90,starbucks,220,155.0
149,Iced Vanilla Latte,0,starbucks,0,0.0
150,Iced White Chocolate Mocha,0,starbucks,0,0.0
151,Sweetened Doubleshot on Ice,0,starbucks,0,0.0
152,Unsweetened Doubleshot on Ice,0,starbucks,0,0.0
153,Caramel Brulee Steamer,0,starbucks,0,0.0
154,Cascara Creme,0,starbucks,0,0.0
155,Flavored Steamed Milk,150,starbucks,150,150.0
156,Ginger Ale Fizzio Soda,80,starbucks,210,145.0
157,Iced Golden Ginger Drink,100,starbucks,200,150.0
158,Iced Pineapple Matcha Drink,130,starbucks,250,190.0
159,Lemon Ale Fizzio Soda,80,starbucks,210,145.0
160,Matcha Lemonade,80,starbucks,170,125.0
161,Milk,200,starbucks,200,200.0
162,Ombre Pink Drink,100,starbucks,100,100.0
163,Orange Cream Fizzio Soda,80,starbucks,210,145.0
164,Organic Chocolate Milk Box,150,starbucks,150,150.0
165,Pink Drink,140,starbucks,140,140.0
166,Steamed Apple Juice,110,starbucks,280,195.0
167,Violet Drink,110,starbucks,110,110.0
168,Cool Lime Refresher,45,starbucks,120,82.5
169,Dragon Drink,100,starbucks,270,185.0
170,Mango Dragonfruit Lemonade Refresher,110,starbucks,280,195.0
171,Mango Dragonfruit Refresher,70,starbucks,180,125.0
172,Strawberry Acai Refresher,80,starbucks,190,135.0
173,Very Berry Hibiscus Refresher,60,starbucks,150,105.0
174,Chicken & Quinoa Protein Bowl,420,starbucks,420,420.0
175,Green Goddess Avocado Salad,620,starbucks,620,620.0
176,Hearty Veggie & Brown Rice Salad Bowl,430,starbucks,430,430.0
177,Lentils & Vegetable Protein Bowl,650,starbucks,650,650.0
178,Seasonal Harvest Fruit Blend,90,starbucks,90,90.0
179,Za'atar Chicken & Lemon Tahini Salad,570,starbucks,570,570.0
180,Zesty Chicken & Black Bean Salad Bowl,360,starbucks,360,360.0
181,"Almond Butter, Strawberries & Jam Sandwich",600,starbucks,600,600.0
182,Ancho Chipotle Chicken Panini,500,starbucks,500,500.0
183,Baja Black Bean Veggie Wrap,570,starbucks,570,570.0
184,Chicken Artichoke on Ancient Grain Flatbread,510,starbucks,510,510.0
185,Chicken BLT Salad Sandwich,470,starbucks,470,470.0
186,Chicken Caprese Sandwich,500,starbucks,500,500.0
187,Chicken Maki Roll,320,starbucks,320,320.0
188,Egg Salad Sandwich,480,starbucks,480,480.0
189,Holiday Turkey Panini,540,starbucks,540,540.0
190,Homestyle Chicken & Double-Smoked Bacon,480,starbucks,480,480.0
191,Italian-Style Ham & Spicy Salami Sandiwch,480,starbucks,480,480.0
192,Roasted Tomato & Mozzarella Panini,420,starbucks,420,420.0
193,Turkey & Dill Havarti Sandwich,600,starbucks,600,600.0
194,Turkey & Havarti Sandwich,460,starbucks,460,460.0
195,Turkey Pesto Panini,560,starbucks,560,560.0
196,Chocolate Smoothie,300,starbucks,300,300.0
197,Orange Mango Smoothie,270,starbucks,270,270.0
198,Strawberry Smoothie,300,starbucks,300,300.0
199,Tazo® Awake™ Brewed Tea,0,starbucks,0,0.0
200,Tazo® Black Shaken Iced Tea,0,starbucks,0,0.0
201,Tazo® Black Shaken Iced Tea Lemonade,45,starbucks,45,45.0
202,Tazo® Calm™ Brewed Tea,0,starbucks,0,0.0
203,Tazo® China Green Tips Brewed Tea,0,starbucks,0,0.0
204,Tazo® Earl Grey Brewed Tea,0,starbucks,0,0.0
205,Tazo® Full Leaf Chai Tea,0,starbucks,0,0.0
206,Tazo® Orange Blossom Brewed Tea,0,starbucks,0,0.0
207,Tazo® Passion™ Brewed Tea,0,starbucks,0,0.0
208,Tazo® Refresh™ Brewed Tea,0,starbucks,0,0.0
209,Tazo® Shaken Iced Green Tea,0,starbucks,0,0.0
210,Tazo® Shaken Iced Green Tea Lemonade,45,starbucks,45,45.0
211,Tazo® Shaken Iced Passion Tea,80,starbucks,80,80.0
212,Tazo® Shaken Iced Passion Tea Lemonade,130,starbucks,130,130.0
213,Tazo® Vanilla Rooibos Brewed Tea,0,starbucks,0,0.0
214,Tazo® Zen™ Brewed Tea,0,starbucks,0,0.0
215,Iced Blueberry Black Tea Lemonade,90,starbucks,230,160.0
216,Iced Guava White Tea Lemonade,100,starbucks,250,175.0
217,Iced Peach Green Tea Lemonade,100,starbucks,240,170.0
218,Shaken Iced Black Tea Lemonade,70,starbucks,170,120.0
219,Shaken Iced Green Tea,30,starbucks,70,50.0
220,Shaken Iced Green Tea Lemonade,70,starbucks,170,120.0
221,Shaken Iced Passion Tango,30,starbucks,70,50.0
222,Shaken Iced Peach Green Tea,60,starbucks,150,105.0
223,Shaken Strawberry Green Tea Infusion,30,starbucks,70,50.0
224,Shaken Sweet Tea,80,starbucks,200,140.0
225,Blueberry and Honey Greek Yogurt Parfait,240,starbucks,240,240.0
226,Dark Sweet Cherry Greek Yogurt Parfait,270,starbucks,270,270.0
227,Strawberry Greek Yogurt Parfait,240,starbucks,240,240.0
0,"6"" Buffalo Chicken",420,subway,420,420.0
1,"6"" Chipotle Chicken and Cheese",450,subway,450,450.0
2,American Club Sandwich,510,subway,1020,765.0
3,B.L.T.,320,subway,640,480.0
4,BBQ Pork Rib Sandwich,510,subway,1020,765.0
5,BBQ Rib Sandwich,430,subway,860,645.0
6,Big Hot Pastrami,580,subway,1160,870.0
7,Big Philly Cheesesteak,500,subway,1000,750.0
8,Black Forest Ham,180,subway,580,380.0
9,Caprese Ciabatta Sandwich,600,subway,600,600.0
10,Carved Turkey,330,subway,660,495.0
11,Carved Turkey & Bacon w/ Cheese,570,subway,1140,855.0
12,Chicken & Bacon Ranch Melt,570,subway,1140,855.0
13,Chicken Pesto Ciabatta Sandwich with Fresh Mozzarella,580,subway,1160,870.0
14,Chicken Pizziola Melt,460,subway,920,690.0
15,Chipotle Cheesesteak,450,subway,900,675.0
16,Cold Cut Combo,370,subway,740,555.0
17,Corned Beef Reuben,470,subway,940,705.0
18,Garlic Steak & Provolone Ciabatta Sandwich,550,subway,1100,825.0
19,Ham & Jack Slider,150,subway,150,150.0
20,Homestyle Crispy Chicken Sandwich,530,subway,1060,795.0
21,Italian B.M.T.,410,subway,820,615.0
22,Italian Ciabatta Sandwich with Fresh Mozarella,690,subway,1380,1035.0
23,Italian Hero,550,subway,1100,825.0
24,Italian Spice Slider,230,subway,230,230.0
25,Little Cheesesteak Slider,180,subway,180,180.0
26,Little Turkey Slider,200,subway,200,200.0
27,Meatball Marinara,480,subway,960,720.0
28,Oven Roasted Chicken,320,subway,640,480.0
29,Pit-Smoked Brisket Sandwich,510,subway,1020,765.0
30,Roast Beef,200,subway,640,420.0
31,Rotisserie Style Chicken,350,subway,700,525.0
32,Southwest Chicken Club Sandwich,580,subway,1160,870.0
33,Spicy Italian,480,subway,960,720.0
34,Steak and Cheese,380,subway,760,570.0
35,Subway Club,310,subway,620,465.0
36,Subway Melt (includes cheese),370,subway,740,555.0
37,Subway Seafood Sensation,420,subway,840,630.0
38,Sweet Onion Chicken Teriyaki,380,subway,760,570.0
39,Tuna,470,subway,940,705.0
40,Turkey & Bacon Avocado,390,subway,780,585.0
41,Turkey Breast,180,subway,560,370.0
42,Turkey Breast & Ham,280,subway,560,420.0
43,Turkey Italiano Melt (with Provolone),490,subway,980,735.0
44,Veggie Delite,150,subway,460,305.0
45,Veggie Patty,390,subway,780,585.0
46,American Club Salad,440,subway,440,440.0
47,Autumn Carved Turkey Salad,300,subway,300,300.0
48,B.L.T. Salad,150,subway,150,150.0
49,BBQ Pork Rib Salad,770,subway,770,770.0
50,Big Hot Pastrami Melt Salad,400,subway,400,400.0
51,Big Philly Cheesesteak Salad,330,subway,330,330.0
52,Black Forest Ham Salad,110,subway,110,110.0
53,Buffalo Chicken Salad (with Ranch dressing),360,subway,360,360.0
54,Carved Turkey & Bacon w/ Cheese Salad,280,subway,280,280.0
55,Carved Turkey Salad,150,subway,150,150.0
56,Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510,subway,510,510.0
57,Cold Cut Combo Salad,180,subway,180,180.0
58,Double Chicken Salad,220,subway,220,220.0
59,Fresh Fit Crispy Chicken Salad,460,subway,460,460.0
60,Homestyle Crispy Chicken Salad,690,subway,690,690.0
61,Italian B.M.T.® Salad,230,subway,230,230.0
62,Italian Hero Salad,230,subway,230,230.0
63,Meatball Marinara Salad,310,subway,310,310.0
64,Oven Roasted Chicken Salad,140,subway,140,140.0
65,Roast Beef Salad,140,subway,140,140.0
66,Southwest Chicken Club Salad,860,subway,860,860.0
67,Spicy Italian Salad,310,subway,310,310.0
68,Steak & Cheese Salad,210,subway,210,210.0
69,Subway Club Salad,140,subway,140,140.0
70,Subway Melt® Salad,200,subway,200,200.0
71,Sweet Onion Chicken Teriyaki Salad,200,subway,200,200.0
72,Tuna Salad,310,subway,310,310.0
73,Turkey Breast & Ham Salad,110,subway,110,110.0
74,Turkey Breast Salad,110,subway,110,110.0
75,Veggie Delite Salad,50,subway,50,50.0
76,Chipotle Southwest Steak & Cheese Wrap,760,subway,760,760.0
77,Rotisserie-Style Chicken Caesar Wrap,730,subway,730,730.0
78,"Turkey, Bacon & Guacamole Wrap",810,subway,810,810.0
79,Cheese & Veggies Pizza,740,subway,740,740.0
80,Cheese Pizza,680,subway,680,680.0
81,Pepperoni Pizza,790,subway,790,790.0
82,Sausage Pizza,820,subway,820,820.0
83,"6"" Honey Oat Bread",230,subway,230,230.0
84,"6"" Italian Herbs & Cheese Bread",240,subway,240,240.0
85,"6"" Jalapeno Cheddar Bread",240,subway,240,240.0
86,"6"" Monterey Cheddar Bread",240,subway,240,240.0
87,"6"" Roasted Garlic Bread",230,subway,230,230.0
88,"6"" Rosemary and Sea Salt Bread",220,subway,220,220.0
89,"6"" 9-Grain Wheat Bread",210,subway,210,210.0
90,"6"" Flatbread",230,subway,230,230.0
91,"6"" Flatbread, Multigrain",220,subway,220,220.0
92,"6"" Harvest Bread",230,subway,230,230.0
93,"6"" Hawaiian Sweet Bread",220,subway,220,220.0
94,"6"" Hearty Italian Bread",210,subway,210,210.0
95,"6"" Italian (White) Bread",200,subway,200,200.0
96,"6"" Parmesan Oregano Bread",210,subway,210,210.0
97,"6"" Rye Bread",190,subway,190,190.0
98,"6"" Sourdough Bread",190,subway,190,190.0
99,"6"" Southwestern Spicy Bread",190,subway,190,190.0
100,"6"" Ultimate Cheesy Garlic Bread",480,subway,480,480.0
101,Gluten-Free Bread,340,subway,340,340.0
102,Mini Italian (White) Bread,130,subway,130,130.0
103,Mini Wheat Bread,140,subway,140,140.0
104,Wrap,310,subway,310,310.0
105,"6"" Bacon, Egg & Cheese",410,subway,410,410.0
106,"6"" Black Forest Ham, Egg & Cheese",390,subway,390,390.0
107,"6"" Egg & Cheese",360,subway,360,360.0
108,"6"" Steak, Egg & Cheese",430,subway,430,430.0
109,"6"" Bacon, Egg White and Cheese",370,subway,370,370.0
110,"6"" Egg White & Cheese",320,subway,320,320.0
111,"6"" Egg White & Cheese (with ham)",350,subway,350,350.0
112,"6"" Mega Melt",510,subway,510,510.0
113,"6"" Sausage, Egg White & Cheese",460,subway,460,460.0
114,"6"" Steak, Egg White & Cheese",390,subway,390,390.0
115,"6"" Turkey, Egg White and Cheese",350,subway,350,350.0
116,"Bacon, Egg White & Cheese on 6"" Flatbread",380,subway,380,380.0
117,"Egg White & Cheese (with ham) on 6"" Flatbread",360,subway,360,360.0
118,"Egg White & Cheese on 6"" Flatbread",330,subway,330,330.0
119,"Mega Melt on 6"" Flatbread",520,subway,520,520.0
120,"Sausage, Egg White & Cheese on 6"" Flatbread",470,subway,470,470.0
121,"Steak, Egg White & Cheese on 6"" Flatbread",400,subway,400,400.0
122,"Turkey, Egg White & Cheese on 6"" Flatbread",360,subway,360,360.0
123,"6"" Bacon, Egg & Cheese",410,subway,410,410.0
124,"6"" Egg & Cheese",360,subway,360,360.0
125,"6"" Egg & Cheese (with Black Forest Ham)",390,subway,390,390.0
126,"6"" Mega Melt",550,subway,550,550.0
127,"6"" Sausage, Egg & Cheese",500,subway,500,500.0
128,"6"" Steak, Egg & Cheese",430,subway,430,430.0
129,"6"" Turkey, Egg & Cheese",390,subway,390,390.0
130,"Bacon, Egg & Cheese on 6"" Flatbread",420,subway,420,420.0
131,"Egg & Cheese (with ham) on 6"" Flatbread",400,subway,400,400.0
132,"Egg & Cheese on 6"" Flatbread",370,subway,370,370.0
133,"Mega Melt on 6"" Flatbread",560,subway,560,560.0
134,"Sausage, Egg & Cheese on 6"" Flatbread",510,subway,510,510.0
135,"Steak, Egg & Cheese on 6"" Flatbread",440,subway,440,440.0
136,"Turkey, Egg & Cheese on 6"" Flatbread",400,subway,400,400.0
137,Hash Browns,210,subway,210,210.0
138,Baked Lay's® Chips,130,subway,130,130.0
139,Baked Lay's® Sour Cream & Onion Chips,140,subway,140,140.0
140,Doritos Nacho Cheese Chips,250,subway,250,250.0
141,Lay's® Classic Potato Chips,230,subway,230,230.0
142,Sunchips Harvest Cheddar Chips,210,subway,210,210.0
143,Bacon (2 strips),45,subway,45,45.0
144,Cheddar Cheese (2 triangles),60,subway,60,60.0
145,Chipotle Southwest Sauce,100,subway,100,100.0
146,Fat Free Honey Mustard Sauce,30,subway,30,30.0
147,Fat Free Italian 2 oz,35,subway,35,35.0
148,Fat Free Sweet Onion Sauce,40,subway,40,40.0
149,Light Mayonnaise (1 T),50,subway,50,50.0
150,Mayonnaise (1 T),110,subway,110,110.0
151,"Mozzarella Cheese, Shredded",40,subway,40,40.0
152,"Mustard, Yellow & Deli Brown (2 tsp)",5,subway,5,5.0
153,Olive Oil Blend (1 tsp),45,subway,45,45.0
154,Pepperjack Cheese (2 triangles),50,subway,50,50.0
155,Pepperoni,80,subway,80,80.0
156,Processed American Cheese (2 triangles),40,subway,40,40.0
157,Provolone Cheese (2 half circles),50,subway,50,50.0
158,Ranch (2 oz),320,subway,320,320.0
159,Shredded Monterey Blend,50,subway,50,50.0
160,Swiss Cheese (2 triangles),50,subway,50,50.0
161,Vinegar (1 tsp),0,subway,0,0.0
162,Apple Pie,250,subway,250,250.0
163,Apple Slices - 1 package,35,subway,35,35.0
164,Caramel Apple Cookie,210,subway,210,210.0
165,Chocolate Chip Cookie,220,subway,220,220.0
166,Chocolate Chunk Cookie,220,subway,220,220.0
167,Dark Chocolate Cherry Cookie,200,subway,200,200.0
168,Double Chocolate Cookie,210,subway,210,210.0
169,Gingerbread Cookie,200,subway,200,200.0
170,M&M Cookie,210,subway,210,210.0
171,Mint Chocolate Chip Cookie,210,subway,210,210.0
172,Oatmeal Raisin Cookie,200,subway,200,200.0
173,Peanut Butter Cookie,220,subway,220,220.0
174,Raspberry Cheesecake,200,subway,200,200.0
175,Sugar Cookie,220,subway,220,220.0
176,White Macadamia Nut Cookie,220,subway,220,220.0
177,1% Low Fat Milk - 12 oz,160,subway,160,160.0
178,Coca Cola® Classic,260,subway,260,260.0
179,Diet Coke®,0,subway,0,0.0
180,FUZE Black Tea with Lemon Sweet,170,subway,170,170.0
181,FUZE Green Tea,140,subway,140,140.0
182,FUZE Raspberry Tea,150,subway,150,150.0
183,FUZE Sweet Tea,170,subway,170,170.0
184,FUZE Unsweetened Tea,0,subway,0,0.0
185,"Milk, Chocolate Flavored Reduced Fat",300,subway,300,300.0
186,"Milk, Low Fat",160,subway,160,160.0
187,Minute Maid® Fruit Punch (100% Juice),100,subway,100,100.0
188,Minute Maid® Light Lemonade,15,subway,15,15.0
189,Sprite®,260,subway,260,260.0
190,Cheese Flatizza,390,subway,390,390.0
191,Pepperoni Flatizza,500,subway,500,500.0
192,Spicy Italian Flatizza,490,subway,490,490.0
193,Veggie Flatizza,410,subway,410,410.0
194,Beef Chili,350,subway,350,350.0
195,Black Bean Soup,210,subway,210,210.0
196,Chicken Tortilla,110,subway,110,110.0
197,Chipotle Chicken Corn Chowder,130,subway,130,130.0
198,Clam Chowder Soup,200,subway,200,200.0
199,Creamy Chicken and Dumplings Soup,150,subway,150,150.0
200,Creamy Wild and Brown Rice Soup,180,subway,180,180.0
201,Golden Broccoli & Cheese,180,subway,180,180.0
202,Green Chili and Tomato Soup,90,subway,90,90.0
203,Loaded Baked Potato Soup,220,subway,220,220.0
204,Minestrone,90,subway,90,90.0
205,Poblano Corn Chowder Soup,150,subway,150,150.0
